,Id,Nummer,Titels,Initialen,Tussenvoegsel,Achternaam,Voornamen,Roepnaam,Geslacht,Functie,Geboortedatum,Geboorteplaats,Geboorteland,Overlijdensdatum,Overlijdensplaats,Woonplaats,Land,ContentType,ContentLength,GewijzigdOp,ApiGewijzigdOp,Verwijderd
0,fab499e2-93b6-4bba-8266-00014175f6a6,,,,,,,,,,,,,,,,,,,,,
1,e55ca731-e1aa-44c0-a5f3-0008c23976f7,1034.0,,J.J.,,Atsma (CDA),Joop,Joop,man,Eerste kamerlid,1956-07-06T00:00:00+02:00,Surhuisterveen,,,,Surhuisterveen,NL,image/jpeg,27853.0,2020-11-20T13:29:40+01:00,2020-11-20T12:35:13.1006243Z,False
2,1c889902-6ede-427c-8682-000f683fffaa,2491.0,MA,M.,,Agema,Marie-Fleur,Fleur,vrouw,Tweede Kamerlid,1976-09-16T00:00:00+02:00,Purmerend,Nederland,,,Den Haag,NL,image/jpeg,34744.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:15.2760377Z,False
3,984df8b2-85d5-43cc-b1e8-0045cb0bf65f,1248.0,,HA,,Dambrink,,,man,Oud Kamerlid,1881-03-13T00:00:00+01:00,-,,1940-10-16,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:36:14.5073893Z,False
4,372012da-a6aa-473f-abc7-0046bae86254,2114.0,,AG,,Verheyen,,,man,Oud Kamerlid,1770-10-30T00:00:00+01:00,-,,1857-07-12,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.3375611Z,False
5,38e7a7c4-fcc5-4a78-9a93-0047a621aec9,1958.0,,J,,Schepel,,,man,Oud Kamerlid,1833-11-23T00:00:00+01:00,-,,1909-03-02,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:39:21.7902146Z,False
6,003506c9-12dd-4ab7-9369-0063de35c6e5,1832.0,,FJW,van,Pallandt van Aylva,,,man,Oud Kamerlid,1826-09-20T00:00:00+02:00,-,,1906-01-27,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:21.2272001Z,False
7,914be47a-a173-4b4d-8981-0065ef42898d,1461.0,,JJ,,Hasselman,,,man,Oud Kamerlid,1815-10-21T00:00:00+02:00,-,,1895-03-27,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:37:20.2735648Z,False
8,53453842-043a-4787-bd56-006be8275710,1134.0,,Z,van den,Bergh,,,man,Oud Kamerlid,1854-08-09T00:00:00+02:00,-,,1942-06-12,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:18.3819204Z,False
9,fdd9f30b-8505-422b-984a-007911915a01,665.0,,H,,Keuning,,,man,Oud Kamerlid,1918-09-17T00:00:00+02:00,Drachten,,2005-02-08,,Rottevalle,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:33:16.8022332Z,False
10,c692b368-11f3-4e7c-9fb0-0094911ec050,,,,,,,,,,,,,,,,,,,,,
11,b05c47d7-4895-47f8-b972-009c1ca90107,,,,,,,,,,,,,,,,,,,,,
12,ea97065c-ac85-4b4c-8a21-00a7fd69c8f0,,,,,,,,,,,,,,,,,,,,,
13,5b3b5a24-25fc-40f6-9adf-00c695019366,,,,,,,,,,,,,,,,,,,,,
14,c78649e9-2f35-4177-974c-00c78fe39fe3,808.0,,C.G.A.,,Cornielje,Clemens,Clemens,man,Oud Kamerlid,1958-06-10T00:00:00+02:00,Lobith,,,,Arnhem,NL,image/jpeg,5576.0,2020-11-20T13:29:40+01:00,2020-11-20T12:34:22.443829Z,False
15,b6c8821b-dc83-49b7-8535-00d5bc0ebe27,2535.0,,S.,,Schaap,Sybe,Sybe,man,Oud Kamerlid,1946-05-20T00:00:00+02:00,Lemmer,Nederland,,,Emmeloord,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:42:15.2916628Z,False
16,2e00a711-b0a3-4b66-af05-00e1c72e1b9b,643.0,,JB,,Krouwel-Vlam,Annie,,vrouw,Oud Kamerlid,1928-06-29T00:00:00+02:00,Hengelo,,,,Hengelo,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:33:16.6772369Z,False
17,60136d69-0d7d-4445-8588-0190247610ab,1878.0,,PH,,Ram,,,man,Oud Kamerlid,1753-06-26T00:00:00+02:00,-,,1817-04-09,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:39:16.5401626Z,False
18,32456f67-d925-4efe-ad69-01a3d943976c,,,,,,,,,,,,,,,,,,,,,
19,bdd1644c-17a5-4651-85bd-01ad1aed7a09,500.0,prof.dr.,GC,,Mik,,,man,Oud Kamerlid,1922-05-26T00:00:00+02:00,Wildervank,,1991-05-03,Groningen,Haren,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:10.816883Z,False
20,298c0739-e729-4c91-a88a-01bd527a6179,142.0,Jhr.mr.,D,van,Akerlaken,,,man,Oud Kamerlid,1815-12-18T00:00:00+01:00,Hoorn,,1892-01-18,Hoorn,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:30:34.2217031Z,False
21,ad8654f3-811a-4a63-ab7a-01bf76347caa,4937.0,,L.W.D.,,Geluk-Poortvliet,Leuntje Wilhelmina Digna,Lenny,vrouw,Tweede Kamerlid,1943-07-15T00:00:00+02:00,Kapelle-Biezelinge,Nederland,,,Zeist,NL,image/jpeg,37811.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:16.0109347Z,False
22,a3473930-3edc-4c51-bfe1-01cc8d183782,209.0,,JJ,,Fens,,,man,Oud Kamerlid,1900-12-04T00:00:00+01:00,Breda,,1968-12-03,Breda,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:24.8318283Z,False
23,5b869202-fc0b-4e0b-a242-01fbeb29b5d6,1607.0,,AE,van,Kempen,,,man,Oud Kamerlid,1843-01-30T00:00:00+01:00,-,,1902-10-28,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:37:20.4923236Z,False
24,37936974-f75d-419f-91b1-0202bc7820e2,593.0,,MJH,den,Ouden-Dekkers,,,vrouw,Oud Kamerlid,1940-01-01T00:00:00+01:00,Bergen op Zoom,,,,Wageningen,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:16.3482113Z,False
25,668cd881-53b4-48c4-a60a-020751a0f756,487.0,,JAH,,Lonink,Jan Arend Hendrik,Jan,man,Oud Kamerlid,1951-05-28T00:00:00+02:00,Markelo,,,,Philippine,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:10.8012578Z,False
26,5cf6039a-8009-4711-b265-02288a290a10,,,,,,,,,,,,,,,,,,,,,
27,b8959748-65e4-485b-b4d8-02364ef81ae5,,,,,,,,,,,,,,,,,,,,,
28,6f6274d2-c03a-43fe-9afa-025da3915921,2238.0,,LJ,,Zimmerman,,,man,Oud Kamerlid,1913-02-27T00:00:00+01:00,-,,1998-04-28,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:41:14.1661544Z,False
29,09155809-0b6e-4f9f-a75b-026aa4b35588,4987.0,drs. ,F.,,Azarkan,Farid,Farid,man,Tweede Kamerlid,1971-10-16T00:00:00+02:00,Ighmiren,Marokko,,,Culemborg,NL,image/jpeg,31942.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.9327976Z,False
30,cab9baf7-f220-4e37-95ea-0290dd7999c8,,,,,,,,,,,,,,,,,,,,,
31,432428a2-cadf-493a-a839-02a09afd1909,816.0,dr.mr.,JB,,Sens,,,man,Oud Kamerlid,1898-04-15T00:00:00+02:00,Heusden,,1990-08-07,Bergen (n.h.)                      ,Bergen (N-H),NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:34:22.5844605Z,False
32,8975b413-213e-440e-afd2-02a78333f169,76.0,drs.,M,,Beinema,Marten,Marten,man,Oud Kamerlid,1932-11-26T00:00:00+01:00,Dordrecht,,2008-08-20,Middelburg,Middelburg,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:30:34.2217031Z,False
33,a6198c75-cd75-4fcc-8968-02b280207874,,,,,,,,,,,,,,,,,,,,,
34,e76a2b82-baaa-47d3-a03a-02b760e631c2,,,,,,,,,,,,,,,,,,,,,
35,d0ea2811-9d0d-4db8-b4c1-02cc934a087d,1840.0,,CJA,,Pescatore,,,man,Oud Kamerlid,1787-12-16T00:00:00+01:00,-,,1858-10-31,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:39:16.5714138Z,False
36,2f2bd15e-6a32-4789-8659-02dca740f60d,2140.0,,.,,Visser van IJzendoorn,,,man,Oud Kamerlid,1858-08-02T00:00:00+02:00,-,,,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.3375611Z,False
37,c5f253d4-3a6d-4479-b8d4-02e4bdbbc043,1003.0,mr.,P,,Remak,Patricia,Patricia,vrouw,Oud Kamerlid,1965-07-16T00:00:00+02:00,Amsterdam,,,,Amsterdam Zuidoost,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:34:27.7720384Z,False
38,2bef3b22-eedc-4fe7-88d7-02f1286fa22c,361.0,mr.drs.,GJ,,Wolffensperger,Gert Jan,,man,Oud Kamerlid,1944-08-09T00:00:00+02:00,Amsterdam,Nederland,,,Amsterdam,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:40.0039296Z,False
39,d7090489-9a88-4337-a708-030dab0cb085,2311.0,drs,J.M.,,Varela,Jo Madaleno,,man,Oud Kamerlid,1974-10-19T00:00:00+02:00,Santa Catharina (Portugal),,,,Rotterdam,NL,image/jpeg,4450.0,2020-11-20T13:29:40+01:00,2020-11-20T12:41:14.1817774Z,False
40,1a228702-8b7b-4851-b878-031367c30052,314.0,,WJ,,Willems,,,man,Oud Kamerlid,1946-11-02T00:00:00+01:00,Tilburg,,,,Breda,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:39.9726774Z,False
41,e52ca90e-ebfb-4bd6-93d9-0333c0e04db1,,,,,,,,,,,,,,,,,,,,,
42,06bae45b-cf45-43d1-b96f-0348406cacdc,2606.0,,A.A.H.,,Hazekamp,Antje Anna Helena,Anja,vrouw,Oud Kamerlid,1968-01-21T00:00:00+01:00,Vlagtwedde,,,,Alteveer,NL,image/jpeg,30304.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:20.4010805Z,False
43,cc35ba7d-38fb-4619-af2a-037577627f41,1506.0,,CJA,,Heydenrijck,,,man,Oud Kamerlid,1832-01-13T00:00:00+01:00,-,,1911-09-06,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:37:20.3048146Z,False
44,2be571c8-6c6a-42b3-87f5-0376c73c083d,560.0,,WJ,,Schuitemaker,,,man,Oud Kamerlid,1918-04-07T00:00:00+02:00,Zutphen,,1993-06-13,,Hoog Soeren,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:16.3482113Z,False
45,f3703589-025f-4828-bd08-037906752f95,1793.0,,C,,Nap Meijer,,,man,Oud Kamerlid,1807-02-21T00:00:00+01:00,-,,1886-09-03,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:21.0084542Z,False
46,e706f425-1a07-45d5-90d5-039799d3ae36,1373.0,,HJ,,Dijckmeester,,,man,Oud Kamerlid,1771-02-01T00:00:00+01:00,-,,1850-06-16,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:36:19.9449382Z,False
47,d669fcc9-9668-4720-a4fc-039b8c378e1b,2567.0,,M.,,Çelik,Metin,Metin,man,Oud Kamerlid,1970-04-03T00:00:00+02:00,Gölcük (Tukije),,,,Rotterdam,NL,image/jpeg,22209.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:20.4479572Z,False
48,7cad016e-b266-461d-835f-03b503628ed2,,,,,,,,,,,,,,,,,,,,,
49,940b54b2-0e83-4171-96b1-0404b864206c,,,,,,,,,,,,,,,,,,,,,
50,99e658c9-e8ef-45ff-94cf-041b38bbe5fd,553.0,,J,van de,Brake,,,man,Oud Kamerlid,1916-04-07T00:00:00+02:00,Doornspijk,,1982-02-01,Elburg (gld.)                      ,Elspeet,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:16.3013382Z,False
51,91d893dc-c2fb-4866-a80c-042da9a012ec,2283.0,,F.A.,,Hoogendijk,Ferdinand Alexander,,man,Oud Kamerlid,1933-11-23T00:00:00+01:00,Gouda,,2014-03-14,Naarden,Naarden,NL,image/jpeg,4703.0,2020-11-20T13:29:40+01:00,2020-11-20T12:41:14.1817774Z,False
52,812a84ca-8f7b-49b2-91f3-0435a70230a5,,,,,,,,,,,,,,,,,,,,,
53,c3b33138-8acc-4283-ac8d-045a0672bdfd,1718.0,,AE,,Mackay,,,man,Oud Kamerlid,1806-01-13T00:00:00+01:00,-,,1876-03-06,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:15.8521575Z,False
54,610ac28d-796e-48de-808a-046970864c68,1196.0,drs,LHG,,Platvoet,,,man,Oud Kamerlid,1951-06-18T00:00:00+02:00,Bussum,,,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:23.6476051Z,False
55,5168266f-c874-4483-ae03-048efc7d140a,1287.0,,IF,van,Eysinga van Humalda,,,man,Oud Kamerlid,1843-01-26T00:00:00+01:00,-,,1907-04-24,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:36:19.8043067Z,False
56,dd9d5fb3-893d-4e1e-9768-04a1239cbce9,1094.0,,J,,Ankerman,,,,Oud Kamerlid,1869-12-15T00:00:00+01:00,-,,1928-01-19,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:18.3662978Z,False
57,e2314979-57d2-4877-8093-04a38ddcd4d4,,,,,,,,,,,,,,,,,,,,,
58,f1d3519e-eca2-4635-8994-04a6c1a73f69,2350.0,,Ch.B.,,Aptroot,Charles Bernard,Charlie,man,Oud Kamerlid,1950-09-20T00:00:00+02:00,Den Haag,,,,Zoetermeer,NL,image/jpeg,22662.0,2020-11-20T13:29:40+01:00,2020-11-20T12:41:14.1505289Z,False
59,46eefe92-f39c-4839-83c1-04b312298735,,,,,,,,,,,,,,,,,,,,,
60,0d0cce10-aa07-49ee-8a2a-04b36380f73c,,,,,,,,,,,,,,,,,,,,,
61,89a02916-89ef-4ecd-b933-04b5ee1ceb48,2175.0,,K,,Waghto,,,man,Oud Kamerlid,1787-02-05T00:00:00+01:00,-,,1865-03-16,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.3688149Z,False
62,a5f350b2-cd02-4197-b4e2-04d26f377866,,,,,,,,,,,,,,,,,,,,,
63,808f19f2-63b1-40be-96b1-04d377099242,680.0,,JH,de,Jong,,,man,Oud Kamerlid,1930-03-20T00:00:00+01:00,Amsterdam,,1991-11-22,Vorden,Vorden,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:33:16.6928597Z,False
64,ed37d1b7-f430-407a-924f-04da30addd0e,,,,,,,,,,,,,,,,,,,,,
65,f122ed7f-c40a-4372-95c2-04db60eaa30c,,,,,,,,,,,,,,,,,,,,,
66,4b0f04dd-8e22-4555-9646-04f1b4b1c625,1271.0,,WTHC,van,Doorn,,,man,Oud Kamerlid,1853-02-12T00:00:00+01:00,-,,1921-04-05,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:36:14.5230146Z,False
67,63f29345-9d3c-43ab-a2b1-04f6d1415bac,,,,,,,,,,,,,,,,,,,,,
68,3e70b312-e865-483a-a739-05084e91858b,2009.0,,EA,,Smidt,,,man,Oud Kamerlid,1858-06-08T00:00:00+02:00,-,,1925-11-14,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:39:21.7433418Z,False
69,003865c0-429d-4fbb-ae72-050f73d65bd3,2658.0,,P.C.,,Krikke,,,vrouw,Oud Kamerlid,1961-05-09T00:00:00+02:00,Sneek,,,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.8702977Z,False
70,b7251d69-53f9-4ff8-a57a-0548c31c9cbb,213.0,mr,HJ,,Hofstra,,,man,Oud Kamerlid,1904-09-28T00:00:00+02:00,Amsterdam,,1999-02-16,Wassenaar,Wassenaar,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:24.8318283Z,False
71,6f6183e6-4857-4056-9d9c-054a26ebb268,2659.0,,H.M.,,Don (SP),Hans-Martin,Hans-Martin,man,Eerste kamerlid,1959-12-18T00:00:00+01:00,Vlaardingen,,,,Waalre,NL,image/jpeg,27460.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.917174Z,False
72,88e0734b-8c03-4daa-8ec5-055e36c07030,4869.0,,D.A.N.,,Koerhuis,Daniel Antonius Nikola,Daniel,man,Tweede Kamerlid,1981-07-26T00:00:00+02:00,Dedemsvaart,Nederland,,,Raalte,NL,image/jpeg,29715.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.885923Z,False
73,51a892ac-ac29-48e7-b3e1-056471aac4c3,2075.0,,AJJH,,Thissen,,,man,Oud Kamerlid,1813-02-22T00:00:00+01:00,-,,1873-05-31,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.2750596Z,False
74,ef8d31db-0876-4998-b0d9-056643260d46,4891.0,mr.,V.D.D.,van,Weerdenburg,Vicky Dafne Danai,Danai,vrouw,Tweede Kamerlid,1976-08-01T00:00:00+02:00,Amstelveen,Nederland,,,Amstelveen,NL,image/jpeg,29239.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.9327976Z,False
75,7df5e061-dc18-4496-b0ed-0590288e1b80,,,,,,,,,,,,,,,,,,,,,
76,8c9d07de-f091-4ac8-9b45-059324b5da1b,1210.0,,HJ,van,Braambeek,,,man,Oud Kamerlid,1880-01-22T00:00:00+01:00,-,,1960-06-25,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:23.6944638Z,False
77,18d33ace-76e4-4856-8297-0595122ce1ff,5136.0,,J.E.A.M.,,Nooren (PvdA),Jopie,Jopie,vrouw,Eerste kamerlid,1961-06-25T00:00:00+02:00,Breda,Nederland,,,Linschoten,NL,image/jpeg,30321.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.9796863Z,False
78,54e5d587-9b53-491e-aaf7-05f5c9bbf8d2,1081.0,,OT,,Alberda van Rensuma,,,man,Oud Kamerlid,1754-09-16T00:00:00+02:00,-,,1829-06-12,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:18.3194216Z,False
79,49f5b5f1-da8f-40a0-b78e-0616e2f30f78,2662.0,,Y.,,Cegerek,Yasemin,Yasemin,vrouw,Oud Kamerlid,1977-11-10T00:00:00+01:00,Apeldoorn,Nederland,,,Apeldoorn,NL,image/jpeg,13330.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.8077976Z,False
80,242179ce-f101-4ad9-a9a6-0628d2def0c9,1679.0,,PGGJ,de,Leonaerdts d Achal,,,man,Oud Kamerlid,1763-11-22T00:00:00+01:00,-,,1830-07-11,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:15.8521575Z,False
81,fd581b0c-7552-472b-aed6-063c69a02ad2,1703.0,,JS,,Lotsy,,,man,Oud Kamerlid,1808-05-31T00:00:00+02:00,-,,1863-04-04,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:15.8209078Z,False
82,2682125d-9c05-4179-b0aa-06465777d2a2,17.0,mr.,H,,Smeenge,,,man,Oud Kamerlid,1852-05-25T00:00:00+02:00,Assen,,1935-05-09,Assen,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:30:24.0028004Z,False
83,c6942343-d68a-445d-8737-06548020f943,1099.0,,PM,,Arts,,,man,Oud Kamerlid,1881-09-29T00:00:00+02:00,-,,1955-12-20,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:18.3819204Z,False
84,fe9d3309-77dc-45b6-a68b-0669f5ecf1ec,2422.0,,J.,,Veenendaal,Jelleke,Jelleke,vrouw,Oud Kamerlid,1953-12-15T00:00:00+01:00,Alkmaar,,,,Purmerend,NL,image/jpeg,5725.0,2020-11-20T13:29:40+01:00,2020-11-20T12:41:19.6974583Z,False
85,b7b315c9-a886-4765-899a-06755378258b,444.0,prof.dr.,J,van den,Doel,Johannes,Hans,man,Oud Kamerlid,1937-04-04T00:00:00+02:00,Zierikzee,,2012-03-28,,Hemelum,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:32:10.8012578Z,False
86,6dc00f58-75af-4df1-be17-0692b1981413,,,,,,,,,,,,,,,,,,,,,
87,b7a52679-bac9-4e00-9dfd-06a22a7cf088,2687.0,,M.,,Mohandis,Mohammed,Mohammed,man,Oud Kamerlid,1985-06-28T00:00:00+02:00,Gouda,Nederland,,,Gouda,NL,image/jpeg,23421.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.917174Z,False
88,4108149e-cbbe-4ff8-831d-06a2c87c550e,,,,,,,,,,,,,,,,,,,,,
89,6477ebc9-96bc-4dc4-a697-06a974c66cca,,,,,,,,,,,,,,,,,,,,,
90,fbc4aa39-19ad-44ae-82d5-06aa1c44bf07,2531.0,,A.C.,,Quik-Schuijt,,,vrouw,Oud Kamerlid,1942-11-02T00:00:00+01:00,Wageningen,,,,Zeist,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:42:15.3229219Z,False
91,dea8deb1-ce01-4326-9482-06b7c53a94b5,290.0,,WJ,,Geertsema,,,man,Oud Kamerlid,1845-03-31T00:00:00+02:00,Groningen,,1902-08-07,Driebergen,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:40.0664235Z,False
92,13d13a7c-0300-4a9c-b625-06c25ca329df,1487.0,,BH,,Heldt,,,man,Oud Kamerlid,1841-09-01T00:00:00+02:00,-,,1914-01-13,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:37:20.3204423Z,False
93,56c107c5-5965-493a-8596-06cde21cd60c,984.0,,H,,Pieters,,,vrouw,Oud Kamerlid,1952-05-11T00:00:00+02:00,-,,,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:34:27.7407815Z,False
94,8c5a8186-8f46-4bca-956d-06d4fa521635,2643.0,mr. drs.,M.C.G.,,Keijzer,Maria Cornelia Gezina,Mona,vrouw,Oud Kamerlid,1968-10-09T00:00:00+02:00,Edam,Nederland,,,Edam-Volendam,NL,image/jpeg,34595.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:20.4323346Z,False
95,40f504c3-761e-4ebc-9ee0-07085f71beae,2096.0,,JMC,van,Utenhove van Heemstede,,,man,Oud Kamerlid,1773-07-26T00:00:00+02:00,-,,1836-09-01,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.243807Z,False
96,713126f4-18c9-4635-8d54-071b8663fe43,307.0,,PH,van,Zeil,Petrus Hendrikus,Piet,man,Oud Kamerlid,1927-08-03T00:00:00+02:00,Hillegom,,2012-11-10,Heerlen,Heerlen,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:31:40.0508046Z,False
97,97ffe642-648f-4dab-a0e8-0720e96e3e35,4878.0,,J.Z.C.M.,,Tielen,Judith Zsuzsanna Cornélie Maria,Judith,vrouw,Tweede Kamerlid,1972-04-02T00:00:00+02:00,Arnhem,Nederland,,,Utrecht,NL,image/jpeg,38078.0,2020-11-20T13:29:40+01:00,2020-11-20T12:43:15.8077976Z,False
98,dd7a90ae-214b-4ce2-a0b7-072f3b87f38f,1599.0,,HPH,de,Kanter,,,man,Oud Kamerlid,1844-07-19T00:00:00+02:00,-,,1906-07-04,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:37:20.5079499Z,False
99,e1166a85-bd23-4dea-a642-0734f6cb22e1,1887.0,,M,de,Ras,,,man,Oud Kamerlid,1847-06-13T00:00:00+02:00,-,,1920-05-04,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:39:16.5714138Z,False
100,78e601a5-7dbf-4dce-9c86-077aa840760a,1061.0,dr,A.,,Mosterd,Aart,Aart,man,Oud Kamerlid,1949-04-02T00:00:00+02:00,Putten,,,,Putten,NL,image/jpeg,3945.0,2020-11-20T13:29:40+01:00,2020-11-20T12:35:13.1006243Z,False
101,4ef87907-de8c-4634-b6a7-078fc735d7d8,,,,,,,,,,,,,,,,,,,,,
102,2272c0b2-3e67-4715-9023-079a8e55c104,1671.0,,G,van,Leeuwen,,,man,Oud Kamerlid,1795-01-26T00:00:00+01:00,-,,1872-03-12,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:15.8677794Z,False
103,089e70a1-65d5-499b-a0c0-07bf2491d6de,1348.0,,AIL,de,Codt,,,man,Oud Kamerlid,1762-03-15T00:00:00+01:00,-,,1819-05-25,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:36:19.7886846Z,False
104,6e4027b2-cb08-44ca-b030-07d9074512d1,2565.0,drs. ing.,S.W.,,Dikkers,Sjoerdtje Willemien,Sjoera,vrouw,Oud Kamerlid,1969-07-14T00:00:00+02:00,Deventer,Nederland,,,Haarlem,NL,image/jpeg,22723.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:20.4010805Z,False
105,938020a6-d6e5-403a-ade1-07ec5353ce74,726.0,ir.,NC,de,Ruiter b.i.,,,vrouw,Oud Kamerlid,1926-07-29T00:00:00+02:00,Gaasterland                        ,,2000-08-21,Hoornsterzwaag                     ,Hoornsterzwaag,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:33:16.9272368Z,False
106,3d7d50aa-af9c-49f8-a2e4-082047662e4f,,,,,,,,,,,,,,,,,,,,,
107,491626e7-516a-4549-a498-0821a140f5a3,2436.0,drs.,P.L.,,Meijer,Peter Lodewijk,Peter,man,Oud Kamerlid,1946-09-01T00:00:00+02:00,Amsterdam,,2011-11-07,,Amsterdam,NL,image/jpeg,3410.0,2020-11-20T13:29:40+01:00,2020-11-20T12:41:19.7287075Z,False
108,8c94717c-ebd7-483e-bf14-082e2b6e5c0e,71.0,ir.,SA,,Posthumes,,,man,Oud Kamerlid,1910-04-29T00:00:00+02:00,Franeker,,1987-02-25,Nootdorp,Nootdorp,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:30:34.2217031Z,False
109,f2a4918f-984b-4d31-8358-08306f732118,754.0,,EGEM,,Bloemen,,,vrouw,Oud Kamerlid,1954-02-16T00:00:00+01:00,Oldenzaal,,,,Zoeterwoude,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:33:22.0835624Z,False
110,511ab8af-49d8-4e63-9837-084853edf44b,2169.0,,ACA,van,Vuuren,,,man,Oud Kamerlid,1865-03-20T00:00:00+01:00,-,,1932-04-02,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:40:18.3219325Z,False
111,eef0e09f-c709-4de5-8b44-086876d5f631,2566.0,mr.,J.,,Recourt,Jeroen,Jeroen,man,Oud Kamerlid,1970-07-04T00:00:00+02:00,Dordrecht,Nederland,,,Haarlem,NL,image/jpeg,22658.0,2020-11-20T13:29:40+01:00,2020-11-20T12:42:20.3854554Z,False
112,ad8f0850-9527-48c7-8699-08994f62bf09,,,,,,,,,,,,,,,,,,,,,
113,8140b88b-7fc1-476e-80a0-08a201c2f8a3,1736.0,,RTJ,,Mees,,,man,Oud Kamerlid,1790-07-13T00:00:00+02:00,-,,1867-01-04,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:38:21.0084542Z,False
114,deb7d687-6489-4e4c-a44d-08dd13ce34e8,1123.0,,G,,Beelaerts van Blokland,,,man,Oud Kamerlid,1772-07-05T00:00:00+02:00,-,,1844-02-25,,,NL,,,2020-11-20T13:29:40+01:00,2020-11-20T12:35:18.4287994Z,False
